meter_id	timestamp	kwh	temp_c
M2123	2024-01-11 6:00	3.3781	-2.5
M2123	2024-01-11 7:00	5.7249	-3
M2123	2024-01-11 8:00	8.3477	-3.3
M2123	2024-01-11 9:00	8.6189	-3.4
M2123	2024-01-11 10:00	11.0682	-3.3
M2123	2024-01-11 11:00	9.3834	-3
M2123	2024-01-11 12:00	8.1712	-2.5
M2123	2024-01-11 13:00	7.249	-1.9
M2123	2024-01-11 14:00	8.0504	-1.1
M2123	2024-01-11 15:00	7.6331	-0.4
M2123	2024-01-11 16:00	5.6987	0.4
M2123	2024-01-11 17:00	4.4799	1.1
M2123	2024-01-11 18:00	3.8066	1.8
M2123	2024-01-11 19:00	2.7268	2.2
M2123	2024-01-11 20:00	2.1632	2.5
M2123	2024-01-11 21:00	1.9746	2.6
M2123	2024-01-11 22:00	1.7102	2.5
M2123	2024-01-11 23:00	1.4014	2.2
M2123	2024-01-12 0:00	1.718	-1.9
M2123	2024-01-12 1:00	1.4642	-2.5
M2123	2024-01-12 2:00	1.6129	-3.2
M2123	2024-01-12 3:00	1.275	-4
M2123	2024-01-12 4:00	1.8865	-4.8
M2123	2024-01-12 5:00	1.9059	-5.5
M2123	2024-01-12 6:00	3.7216	-6.1
M2123	2024-01-12 7:00	5.8061	-6.6
M2123	2024-01-12 8:00	8.023	-6.9
M2123	2024-01-12 9:00	8.7676	-7
M2123	2024-01-12 10:00	8.8938	-6.9
M2123	2024-01-12 11:00	9.5888	-6.6
M2123	2024-01-12 12:00	7.9276	-6.1
M2123	2024-01-12 13:00	9.0694	-5.5
M2123	2024-01-12 14:00	8.6675	-4.8
M2123	2024-01-12 15:00	8.6729	-4
M2123	2024-01-12 16:00	7.5645	-3.2
M2123	2024-01-12 17:00	4.8562	-2.5
M2123	2024-01-12 18:00	3.8416	-1.9
M2123	2024-01-12 19:00	2.7708	-1.4
M2123	2024-01-12 20:00	2.0156	-1.1
M2123	2024-01-12 21:00	2.1382	-1
M2123	2024-01-12 22:00	1.8647	-1.1
M2123	2024-01-12 23:00	1.7744	-1.4
M2123	2024-01-13 0:00	0.9904	-0.1
M2123	2024-01-13 1:00	0.8154	-0.7
M2123	2024-01-13 2:00	0.95	-1.5
M2123	2024-01-13 3:00	0.8277	-2.2
M2123	2024-01-13 4:00	0.9802	-3
M2123	2024-01-13 5:00	1.254	-3.7
M2123	2024-01-13 6:00	1.6752	-4.3
M2123	2024-01-13 7:00	2.816	-4.8
M2123	2024-01-13 8:00	3.6816	-5.1
M2123	2024-01-13 9:00	5.1108	-5.2
M2123	2024-01-13 10:00	5.4543	-5.1
M2123	2024-01-13 11:00	4.5025	-4.8
M2123	2024-01-13 12:00	4.1889	-4.3
M2123	2024-01-13 13:00	5.0764	-3.7
M2123	2024-01-13 14:00	4.889	-3
M2123	2024-01-13 15:00	4.2492	-2.2
M2123	2024-01-13 16:00	3.8458	-1.5
M2123	2024-01-13 17:00	3.3225	-0.7
M2123	2024-01-13 18:00	1.9948	-0.1
M2123	2024-01-13 19:00	1.3755	0.4
M2123	2024-01-13 20:00	1.3778	0.7
M2123	2024-01-13 21:00	1.0708	0.8
M2123	2024-01-13 22:00	0.988	0.7
M2123	2024-01-13 23:00	0.8729	0.4
M2123	2024-01-14 0:00	0.7264	-1.9
M2123	2024-01-14 1:00	0.6394	-2.5
M2123	2024-01-14 2:00	0.6625	-3.2
M2123	2024-01-14 3:00	0.6864	-4
M2123	2024-01-14 4:00	0.7508	-4.8
M2123	2024-01-14 5:00	1.0228	-5.5
M2123	2024-01-14 6:00	1.6076	-6.1
M2123	2024-01-14 7:00	2.4683	-6.6
M2123	2024-01-14 8:00	3.0315	-6.9
M2123	2024-01-14 9:00	4.1424	-7
M2123	2024-01-14 10:00	3.6191	-6.9
M2123	2024-01-14 11:00	3.8339	-6.6
M2123	2024-01-14 12:00	3.6867	-6.1
M2123	2024-01-14 13:00	3.1594	-5.5
M2123	2024-01-14 14:00	3.4726	-4.8
M2123	2024-01-14 15:00	3.7655	-4
M2123	2024-01-14 16:00	3.2815	-3.2
M2123	2024-01-14 17:00	2.8006	-2.5
M2123	2024-01-14 18:00	1.4669	-1.9
M2123	2024-01-14 19:00	1.3267	-1.4
M2123	2024-01-14 20:00	1.0438	-1.1
M2123	2024-01-14 21:00	0.849	-1
M2123	2024-01-14 22:00	0.7507	-1.1
M2123	2024-01-14 23:00	0.7889	-1.4
M2124	2024-01-01 0:00	0.6489	-1.8
M2124	2024-01-01 1:00	0.5968	-2.4
M2124	2024-01-01 2:00	0.5968	-3.1
M2124	2024-01-01 3:00	0.5997	-3.9
M2124	2024-01-01 4:00	0.6176	-4.7
M2124	2024-01-01 5:00	0.7476	-5.4
M2124	2024-01-01 6:00	1.312	-6
M2124	2024-01-01 7:00	1.6791	-6.5
M2124	2024-01-01 8:00	1.4318	-6.8
M2124	2024-01-01 9:00	0.9455	-6.9
M2124	2024-01-01 10:00	1.0414	-6.8
M2124	2024-01-01 11:00	1.1066	-6.5
M2124	2024-01-01 12:00	0.9939	-6
M2124	2024-01-01 13:00	1.1236	-5.4
M2124	2024-01-01 14:00	0.9581	-4.7
M2124	2024-01-01 15:00	0.9777	-3.9
M2124	2024-01-01 16:00	1.177	-3.1
M2124	2024-01-01 17:00	1.4847	-2.4
M2124	2024-01-01 18:00	2.0344	-1.8
M2124	2024-01-01 19:00	2.0515	-1.3
M2124	2024-01-01 20:00	1.8135	-1
M2124	2024-01-01 21:00	1.9858	-0.9
M2124	2024-01-01 22:00	1.1275	-1
M2124	2024-01-01 23:00	0.8589	-1.3
M2124	2024-01-02 0:00	0.599	1.1
M2124	2024-01-02 1:00	0.4469	0.5
M2124	2024-01-02 2:00	0.5779	-0.2
M2124	2024-01-02 3:00	0.5529	-1
M2124	2024-01-02 4:00	0.6285	-1.8
M2124	2024-01-02 5:00	0.7276	-2.5
M2124	2024-01-02 6:00	1.0615	-3.1
M2124	2024-01-02 7:00	1.3892	-3.6
M2124	2024-01-02 8:00	1.3088	-3.9
M2124	2024-01-02 9:00	1.0005	-4
M2124	2024-01-02 10:00	0.9732	-3.9
M2124	2024-01-02 11:00	0.8932	-3.6
M2124	2024-01-02 12:00	0.9131	-3.1
M2124	2024-01-02 13:00	0.8697	-2.5
M2124	2024-01-02 14:00	0.7542	-1.8
M2124	2024-01-02 15:00	0.8997	-1
M2124	2024-01-02 16:00	1.0537	-0.2
M2124	2024-01-02 17:00	1.3467	0.5
M2124	2024-01-02 18:00	1.8514	1.1
M2124	2024-01-02 19:00	2.0552	1.6
M2124	2024-01-02 20:00	1.9982	1.9
M2124	2024-01-02 21:00	1.7607	2
M2124	2024-01-02 22:00	1.1274	1.9
M2124	2024-01-02 23:00	0.8553	1.6
M2124	2024-01-03 0:00	0.6004	0.8
M2124	2024-01-03 1:00	0.5823	0.2
M2124	2024-01-03 2:00	0.6309	-0.5
M2124	2024-01-03 3:00	0.481	-1.3
M2124	2024-01-03 4:00	0.6402	-2.1
M2124	2024-01-03 5:00	0.7706	-2.8
M2124	2024-01-03 6:00	1.0497	-3.4
M2124	2024-01-03 7:00	1.698	-3.9
M2124	2024-01-03 8:00	1.2855	-4.2
M2124	2024-01-03 9:00	1.1441	-4.3
M2124	2024-01-03 10:00	0.9959	-4.2
M2124	2024-01-03 11:00	1.061	-3.9
M2124	2024-01-03 12:00	0.8266	-3.4
M2124	2024-01-03 13:00	0.764	-2.8
M2124	2024-01-03 14:00	0.8484	-2.1
M2124	2024-01-03 15:00	0.9818	-1.3
M2124	2024-01-03 16:00	0.9778	-0.5
M2124	2024-01-03 17:00	1.3878	0.2
M2124	2024-01-03 18:00	2.069	0.8
M2124	2024-01-03 19:00	2.0657	1.3
M2124	2024-01-03 20:00	1.7522	1.6
M2124	2024-01-03 21:00	1.465	1.7
M2124	2024-01-03 22:00	1.1588	1.6
M2124	2024-01-03 23:00	0.9002	1.3
M2124	2024-01-04 0:00	0.7692	-3
M2124	2024-01-04 1:00	0.6957	-3.6
M2124	2024-01-04 2:00	0.5349	-4.3
M2124	2024-01-04 3:00	0.6274	-5.1
M2124	2024-01-04 4:00	0.6797	-5.9
M2124	2024-01-04 5:00	0.7872	-6.6
M2124	2024-01-04 6:00	1.548	-7.2
M2124	2024-01-04 7:00	1.5285	-7.7
M2124	2024-01-04 8:00	1.2591	-8
M2124	2024-01-04 9:00	0.9274	-8.1
M2124	2024-01-04 10:00	1.1289	-8
M2124	2024-01-04 11:00	1.1852	-7.7
M2124	2024-01-04 12:00	1.0456	-7.2
M2124	2024-01-04 13:00	1.127	-6.6
M2124	2024-01-04 14:00	1.0502	-5.9
M2124	2024-01-04 15:00	1.1484	-5.1
M2124	2024-01-04 16:00	1.1117	-4.3
M2124	2024-01-04 17:00	1.4358	-3.6
M2124	2024-01-04 18:00	2.2734	-3
M2124	2024-01-04 19:00	2.5844	-2.5
M2124	2024-01-04 20:00	2.1541	-2.2
M2124	2024-01-04 21:00	1.9308	-2.1
M2124	2024-01-04 22:00	1.3327	-2.2
M2124	2024-01-04 23:00	0.8353	-2.5
M2124	2024-01-05 0:00	0.6372	-2.5
M2124	2024-01-05 1:00	0.628	-3.1
M2124	2024-01-05 2:00	0.6052	-3.8
M2124	2024-01-05 3:00	0.5853	-4.6
M2124	2024-01-05 4:00	0.6116	-5.4
M2124	2024-01-05 5:00	0.74	-6.1
M2124	2024-01-05 6:00	1.2394	-6.7
M2124	2024-01-05 7:00	1.7213	-7.2
M2124	2024-01-05 8:00	1.4651	-7.5
M2124	2024-01-05 9:00	1.1227	-7.6
M2124	2024-01-05 10:00	1.0045	-7.5
M2124	2024-01-05 11:00	1.1733	-7.2
M2124	2024-01-05 12:00	1.1892	-6.7
M2124	2024-01-05 13:00	0.901	-6.1
M2124	2024-01-05 14:00	0.91	-5.4
M2124	2024-01-05 15:00	0.8882	-4.6
M2124	2024-01-05 16:00	1.1634	-3.8
M2124	2024-01-05 17:00	1.3498	-3.1
M2124	2024-01-05 18:00	2.0864	-2.5
M2124	2024-01-05 19:00	2.4525	-2
M2124	2024-01-05 20:00	2.2017	-1.7
M2124	2024-01-05 21:00	1.7071	-1.6
M2124	2024-01-05 22:00	1.3851	-1.7
M2124	2024-01-05 23:00	0.8188	-2
M2124	2024-01-06 0:00	0.7822	-3
M2124	2024-01-06 1:00	0.8454	-3.6
M2124	2024-01-06 2:00	0.7112	-4.3
M2124	2024-01-06 3:00	0.6853	-5.1
M2124	2024-01-06 4:00	0.7114	-5.9
M2124	2024-01-06 5:00	1.0431	-6.6
M2124	2024-01-06 6:00	1.4018	-7.2
M2124	2024-01-06 7:00	1.8395	-7.7
M2124	2024-01-06 8:00	1.5769	-8
M2124	2024-01-06 9:00	1.1513	-8.1
M2124	2024-01-06 10:00	1.108	-8
M2124	2024-01-06 11:00	1.1333	-7.7
M2124	2024-01-06 12:00	1.0944	-7.2
M2124	2024-01-06 13:00	1.0238	-6.6
M2124	2024-01-06 14:00	0.9952	-5.9
M2124	2024-01-06 15:00	0.9067	-5.1
M2124	2024-01-06 16:00	1.1206	-4.3
M2124	2024-01-06 17:00	1.7411	-3.6
M2124	2024-01-06 18:00	2.2007	-3
M2124	2024-01-06 19:00	2.6814	-2.5
M2124	2024-01-06 20:00	2.9139	-2.2
M2124	2024-01-06 21:00	1.7481	-2.1
M2124	2024-01-06 22:00	1.2964	-2.2
M2124	2024-01-06 23:00	0.974	-2.5
M2124	2024-01-07 0:00	0.7441	-0.6
M2124	2024-01-07 1:00	0.5202	-1.2
M2124	2024-01-07 2:00	0.6089	-1.9
M2124	2024-01-07 3:00	0.6939	-2.7
M2124	2024-01-07 4:00	0.5627	-3.5
M2124	2024-01-07 5:00	0.8129	-4.2
M2124	2024-01-07 6:00	1.495	-4.8
M2124	2024-01-07 7:00	1.8589	-5.3
M2124	2024-01-07 8:00	1.6834	-5.6
M2124	2024-01-07 9:00	1.0933	-5.7
M2124	2024-01-07 10:00	1.1712	-5.6
M2124	2024-01-07 11:00	1.1207	-5.3
M2124	2024-01-07 12:00	1.1475	-4.8
M2124	2024-01-07 13:00	1.119	-4.2
M2124	2024-01-07 14:00	1.1615	-3.5
M2124	2024-01-07 15:00	1.0024	-2.7
M2124	2024-01-07 16:00	1.1711	-1.9
M2124	2024-01-07 17:00	1.5907	-1.2
M2124	2024-01-07 18:00	2.2487	-0.6
M2124	2024-01-07 19:00	2.5662	-0.1
M2124	2024-01-07 20:00	2.1318	0.2
M2124	2024-01-07 21:00	1.6139	0.3
M2124	2024-01-07 22:00	1.4239	0.2
M2124	2024-01-07 23:00	1.009	-0.1
M2124	2024-01-08 0:00	0.6752	-1.9
M2124	2024-01-08 1:00	0.6878	-2.5
M2124	2024-01-08 2:00	0.6615	-3.3
M2124	2024-01-08 3:00	0.6016	-4
M2124	2024-01-08 4:00	0.669	-4.8
M2124	2024-01-08 5:00	0.8998	-5.5
M2124	2024-01-08 6:00	1.3129	-6.2
M2124	2024-01-08 7:00	1.6138	-6.6
M2124	2024-01-08 8:00	1.1807	-6.9
M2124	2024-01-08 9:00	1.169	-7
M2124	2024-01-08 10:00	0.9906	-6.9
M2124	2024-01-08 11:00	0.9957	-6.6
M2124	2024-01-08 12:00	0.9812	-6.2
M2124	2024-01-08 13:00	0.9834	-5.5
M2124	2024-01-08 14:00	0.9998	-4.8
M2124	2024-01-08 15:00	0.8753	-4
M2124	2024-01-08 16:00	1.2313	-3.3
M2124	2024-01-08 17:00	1.4762	-2.5
M2124	2024-01-08 18:00	1.7193	-1.9
M2124	2024-01-08 19:00	2.1909	-1.4
M2124	2024-01-08 20:00	1.7999	-1.1
M2124	2024-01-08 21:00	1.6196	-1
M2124	2024-01-08 22:00	1.3207	-1.1
M2124	2024-01-08 23:00	0.9368	-1.4
M2124	2024-01-09 0:00	0.6893	-0.1
M2124	2024-01-09 1:00	0.6269	-0.7
M2124	2024-01-09 2:00	0.5762	-1.5
M2124	2024-01-09 3:00	0.5271	-2.2
M2124	2024-01-09 4:00	0.6406	-3
M2124	2024-01-09 5:00	0.8275	-3.7
M2124	2024-01-09 6:00	1.16	-4.4
M2124	2024-01-09 7:00	1.3595	-4.8
M2124	2024-01-09 8:00	1.1927	-5.1
M2124	2024-01-09 9:00	1.1046	-5.2
M2124	2024-01-09 10:00	0.9081	-5.1
M2124	2024-01-09 11:00	1.0199	-4.8
M2124	2024-01-09 12:00	1.0877	-4.4
M2124	2024-01-09 13:00	1.0317	-3.7
M2124	2024-01-09 14:00	0.9841	-3
M2124	2024-01-09 15:00	0.8972	-2.2
M2124	2024-01-09 16:00	1.0512	-1.5
M2124	2024-01-09 17:00	1.4091	-0.7
M2124	2024-01-09 18:00	2.096	-0.1
M2124	2024-01-09 19:00	1.8105	0.4
M2124	2024-01-09 20:00	2.0462	0.7
M2124	2024-01-09 21:00	1.7317	0.8
M2124	2024-01-09 22:00	1.1848	0.7
M2124	2024-01-09 23:00	0.7806	0.4
M2124	2024-01-10 0:00	0.7257	-5.8
M2124	2024-01-10 1:00	0.7276	-6.4
M2124	2024-01-10 2:00	0.6578	-7.1
M2124	2024-01-10 3:00	0.6086	-7.9
M2124	2024-01-10 4:00	0.7712	-8.7
M2124	2024-01-10 5:00	0.8766	-9.4
M2124	2024-01-10 6:00	1.3282	-10
M2124	2024-01-10 7:00	1.5455	-10.5
M2124	2024-01-10 8:00	1.3575	-10.8
M2124	2024-01-10 9:00	1.1561	-10.9
M2124	2024-01-10 10:00	1.2401	-10.8
M2124	2024-01-10 11:00	1.1013	-10.5
M2124	2024-01-10 12:00	1.3597	-10
M2124	2024-01-10 13:00	1.0514	-9.4
M2124	2024-01-10 14:00	0.9573	-8.7
M2124	2024-01-10 15:00	1.0765	-7.9
M2124	2024-01-10 16:00	1.23	-7.1
M2124	2024-01-10 17:00	1.337	-6.4
M2124	2024-01-10 18:00	2.2166	-5.8
M2124	2024-01-10 19:00	2.4599	-5.3
M2124	2024-01-10 20:00	2.2386	-5
M2124	2024-01-10 21:00	1.9309	-4.9
M2124	2024-01-10 22:00	1.5171	-5
M2124	2024-01-10 23:00	0.8361	-5.3
M2124	2024-01-11 0:00	0.5385	1.8
M2124	2024-01-11 1:00	0.5272	1.1
M2124	2024-01-11 2:00	0.4778	0.4
M2124	2024-01-11 3:00	0.6092	-0.4
M2124	2024-01-11 4:00	0.6054	-1.1
M2124	2024-01-11 5:00	0.8248	-1.9
M2124	2024-01-11 6:00	1.1676	-2.5
M2124	2024-01-11 7:00	1.5852	-3
M2124	2024-01-11 8:00	1.1878	-3.3
M2124	2024-01-11 9:00	1.0223	-3.4
M2124	2024-01-11 10:00	0.9792	-3.3
M2124	2024-01-11 11:00	1.0392	-3
M2124	2024-01-11 12:00	1.0474	-2.5
M2124	2024-01-11 13:00	0.9566	-1.9
M2124	2024-01-11 14:00	0.8547	-1.1
M2124	2024-01-11 15:00	0.8572	-0.4
M2124	2024-01-11 16:00	0.8084	0.4
M2124	2024-01-11 17:00	1.4919	1.1
M2124	2024-01-11 18:00	1.7694	1.8
M2124	2024-01-11 19:00	2.023	2.2
M2124	2024-01-11 20:00	2.1112	2.5
M2124	2024-01-11 21:00	1.4396	2.6
M2124	2024-01-11 22:00	1.0395	2.5
M2124	2024-01-11 23:00	0.8127	2.2
M2124	2024-01-12 0:00	0.691	-1.9
M2124	2024-01-12 1:00	0.6018	-2.5
M2124	2024-01-12 2:00	0.6119	-3.2
M2124	2024-01-12 3:00	0.5664	-4
M2124	2024-01-12 4:00	0.6088	-4.8
M2124	2024-01-12 5:00	0.8101	-5.5
M2124	2024-01-12 6:00	1.3348	-6.1
M2124	2024-01-12 7:00	1.7897	-6.6
M2124	2024-01-12 8:00	1.3599	-6.9
M2124	2024-01-12 9:00	1.2252	-7
M2124	2024-01-12 10:00	1.0194	-6.9
M2124	2024-01-12 11:00	1.0294	-6.6
M2124	2024-01-12 12:00	1.0463	-6.1
M2124	2024-01-12 13:00	0.9464	-5.5
M2124	2024-01-12 14:00	0.9945	-4.8
M2124	2024-01-12 15:00	1.0328	-4
M2124	2024-01-12 16:00	1.1541	-3.2
M2124	2024-01-12 17:00	1.6038	-2.5
M2124	2024-01-12 18:00	2.1142	-1.9
M2124	2024-01-12 19:00	2.1153	-1.4
M2124	2024-01-12 20:00	2.1855	-1.1
M2124	2024-01-12 21:00	1.8194	-1
M2124	2024-01-12 22:00	1.3652	-1.1
M2124	2024-01-12 23:00	0.9047	-1.4
M2124	2024-01-13 0:00	0.5976	-0.1
M2124	2024-01-13 1:00	0.6529	-0.7
M2124	2024-01-13 2:00	0.6115	-1.5
M2124	2024-01-13 3:00	0.6606	-2.2
M2124	2024-01-13 4:00	0.6721	-3
M2124	2024-01-13 5:00	0.8695	-3.7
M2124	2024-01-13 6:00	1.4377	-4.3
M2124	2024-01-13 7:00	1.6271	-4.8
M2124	2024-01-13 8:00	1.3449	-5.1
M2124	2024-01-13 9:00	1.1469	-5.2
M2124	2024-01-13 10:00	1.0692	-5.1
M2124	2024-01-13 11:00	1.0995	-4.8
M2124	2024-01-13 12:00	1.1262	-4.3
M2124	2024-01-13 13:00	1.2215	-3.7
M2124	2024-01-13 14:00	1.0366	-3
M2124	2024-01-13 15:00	0.9804	-2.2
M2124	2024-01-13 16:00	0.9397	-1.5
M2124	2024-01-13 17:00	1.1916	-0.7
M2124	2024-01-13 18:00	2.038	-0.1
M2124	2024-01-13 19:00	2.3587	0.4
M2124	2024-01-13 20:00	1.7539	0.7
M2124	2024-01-13 21:00	1.6777	0.8
M2124	2024-01-13 22:00	1.152	0.7
M2124	2024-01-13 23:00	0.7947	0.4
M2124	2024-01-14 0:00	0.8255	-1.9
M2124	2024-01-14 1:00	0.6788	-2.5
M2124	2024-01-14 2:00	0.5767	-3.2
M2124	2024-01-14 3:00	0.6691	-4
M2124	2024-01-14 4:00	0.7303	-4.8
M2124	2024-01-14 5:00	1.0207	-5.5
M2124	2024-01-14 6:00	1.6742	-6.1
M2124	2024-01-14 7:00	1.9521	-6.6
M2124	2024-01-14 8:00	1.6484	-6.9
M2124	2024-01-14 9:00	1.2612	-7
M2124	2024-01-14 10:00	1.1354	-6.9
M2124	2024-01-14 11:00	1.0726	-6.6
M2124	2024-01-14 12:00	1.126	-6.1
M2124	2024-01-14 13:00	0.9801	-5.5
M2124	2024-01-14 14:00	0.9621	-4.8
M2124	2024-01-14 15:00	1.1025	-4
M2124	2024-01-14 16:00	1.2243	-3.2
M2124	2024-01-14 17:00	1.438	-2.5
M2124	2024-01-14 18:00	2.4275	-1.9
M2124	2024-01-14 19:00	2.1798	-1.4
M2124	2024-01-14 20:00	2.1871	-1.1
M2124	2024-01-14 21:00	1.7549	-1
M2124	2024-01-14 22:00	1.2781	-1.1
M2124	2024-01-14 23:00	0.9081	-1.4
M2125	2024-01-01 0:00	0.6365	-1.8
M2125	2024-01-01 1:00	0.553	-2.4
M2125	2024-01-01 2:00	0.5908	-3.1
M2125	2024-01-01 3:00	0.6093	-3.9
M2125	2024-01-01 4:00	0.5432	-4.7
M2125	2024-01-01 5:00	0.7493	-5.4
M2125	2024-01-01 6:00	1.129	-6
M2125	2024-01-01 7:00	1.4749	-6.5
M2125	2024-01-01 8:00	1.3809	-6.8
M2125	2024-01-01 9:00	1.0293	-6.9
M2125	2024-01-01 10:00	0.8561	-6.8
M2125	2024-01-01 11:00	0.801	-6.5
M2125	2024-01-01 12:00	1.0634	-6
M2125	2024-01-01 13:00	0.926	-5.4
M2125	2024-01-01 14:00	0.874	-4.7
M2125	2024-01-01 15:00	0.9308	-3.9
M2125	2024-01-01 16:00	0.9517	-3.1
M2125	2024-01-01 17:00	1.3505	-2.4
M2125	2024-01-01 18:00	2.3119	-1.8
M2125	2024-01-01 19:00	1.9318	-1.3
M2125	2024-01-01 20:00	1.5531	-1
M2125	2024-01-01 21:00	1.6701	-0.9
M2125	2024-01-01 22:00	1.1012	-1
M2125	2024-01-01 23:00	0.7605	-1.3
M2125	2024-01-02 0:00	0.6479	1.1
M2125	2024-01-02 1:00	0.5616	0.5
M2125	2024-01-02 2:00	0.56	-0.2
M2125	2024-01-02 3:00	0.5279	-1
M2125	2024-01-02 4:00	0.5423	-1.8
M2125	2024-01-02 5:00	0.653	-2.5
M2125	2024-01-02 6:00	1.113	-3.1
M2125	2024-01-02 7:00	1.2756	-3.6
M2125	2024-01-02 8:00	1.1126	-3.9
M2125	2024-01-02 9:00	1.0299	-4
M2125	2024-01-02 10:00	0.9458	-3.9
M2125	2024-01-02 11:00	0.9595	-3.6
M2125	2024-01-02 12:00	0.9032	-3.1
M2125	2024-01-02 13:00	0.7503	-2.5
M2125	2024-01-02 14:00	0.8636	-1.8
M2125	2024-01-02 15:00	0.8758	-1
M2125	2024-01-02 16:00	0.9928	-0.2
M2125	2024-01-02 17:00	1.1608	0.5
M2125	2024-01-02 18:00	1.7937	1.1
M2125	2024-01-02 19:00	1.8811	1.6
M2125	2024-01-02 20:00	1.821	1.9
M2125	2024-01-02 21:00	1.3078	2
M2125	2024-01-02 22:00	1.1005	1.9
M2125	2024-01-02 23:00	0.8237	1.6
M2125	2024-01-03 0:00	0.622	0.8
M2125	2024-01-03 1:00	0.5326	0.2
M2125	2024-01-03 2:00	0.5184	-0.5
M2125	2024-01-03 3:00	0.4744	-1.3
M2125	2024-01-03 4:00	0.6218	-2.1
M2125	2024-01-03 5:00	0.7272	-2.8
M2125	2024-01-03 6:00	1.1975	-3.4
M2125	2024-01-03 7:00	1.4184	-3.9
M2125	2024-01-03 8:00	1.2672	-4.2
M2125	2024-01-03 9:00	0.9423	-4.3
M2125	2024-01-03 10:00	0.7977	-4.2
M2125	2024-01-03 11:00	0.9328	-3.9
M2125	2024-01-03 12:00	0.9271	-3.4
M2125	2024-01-03 13:00	0.9217	-2.8
M2125	2024-01-03 14:00	0.7197	-2.1
M2125	2024-01-03 15:00	0.8173	-1.3
M2125	2024-01-03 16:00	0.91	-0.5
M2125	2024-01-03 17:00	1.1335	0.2
M2125	2024-01-03 18:00	1.5821	0.8
M2125	2024-01-03 19:00	1.9102	1.3
M2125	2024-01-03 20:00	1.6837	1.6
M2125	2024-01-03 21:00	1.2913	1.7
M2125	2024-01-03 22:00	0.9464	1.6
M2125	2024-01-03 23:00	0.7886	1.3
M2125	2024-01-04 0:00	0.6062	-3
M2125	2024-01-04 1:00	0.6254	-3.6
M2125	2024-01-04 2:00	0.5553	-4.3
M2125	2024-01-04 3:00	0.6006	-5.1
M2125	2024-01-04 4:00	0.5582	-5.9
M2125	2024-01-04 5:00	0.8693	-6.6
M2125	2024-01-04 6:00	1.1871	-7.2
M2125	2024-01-04 7:00	1.2445	-7.7
M2125	2024-01-04 8:00	1.4034	-8
M2125	2024-01-04 9:00	1.0291	-8.1
M2125	2024-01-04 10:00	0.9812	-8
M2125	2024-01-04 11:00	0.9532	-7.7
M2125	2024-01-04 12:00	1.1587	-7.2
M2125	2024-01-04 13:00	0.9966	-6.6
M2125	2024-01-04 14:00	0.8575	-5.9
M2125	2024-01-04 15:00	0.9593	-5.1
M2125	2024-01-04 16:00	0.9803	-4.3
M2125	2024-01-04 17:00	1.3468	-3.6
M2125	2024-01-04 18:00	1.9008	-3
M2125	2024-01-04 19:00	1.9766	-2.5
M2125	2024-01-04 20:00	2.1209	-2.2
M2125	2024-01-04 21:00	1.6653	-2.1
M2125	2024-01-04 22:00	1.2077	-2.2
M2125	2024-01-04 23:00	0.9186	-2.5
M2125	2024-01-05 0:00	0.6217	-2.5
M2125	2024-01-05 1:00	0.4815	-3.1
M2125	2024-01-05 2:00	0.601	-3.8
M2125	2024-01-05 3:00	0.5409	-4.6
M2125	2024-01-05 4:00	0.6317	-5.4
M2125	2024-01-05 5:00	0.7498	-6.1
M2125	2024-01-05 6:00	1.1206	-6.7
M2125	2024-01-05 7:00	1.4506	-7.2
M2125	2024-01-05 8:00	1.2482	-7.5
M2125	2024-01-05 9:00	1.1191	-7.6
M2125	2024-01-05 10:00	0.979	-7.5
M2125	2024-01-05 11:00	0.8336	-7.2
M2125	2024-01-05 12:00	1.1314	-6.7
M2125	2024-01-05 13:00	0.9415	-6.1
M2125	2024-01-05 14:00	0.9047	-5.4
M2125	2024-01-05 15:00	0.8662	-4.6
M2125	2024-01-05 16:00	1.0497	-3.8
M2125	2024-01-05 17:00	1.383	-3.1
M2125	2024-01-05 18:00	2.0547	-2.5
M2125	2024-01-05 19:00	1.955	-2
M2125	2024-01-05 20:00	1.9407	-1.7
M2125	2024-01-05 21:00	1.5168	-1.6
M2125	2024-01-05 22:00	1.148	-1.7
M2125	2024-01-05 23:00	0.9494	-2
M2125	2024-01-06 0:00	0.7313	-3
M2125	2024-01-06 1:00	0.6002	-3.6
M2125	2024-01-06 2:00	0.604	-4.3
M2125	2024-01-06 3:00	0.5501	-5.1
M2125	2024-01-06 4:00	0.5948	-5.9
M2125	2024-01-06 5:00	0.7778	-6.6
M2125	2024-01-06 6:00	1.3776	-7.2
M2125	2024-01-06 7:00	1.5702	-7.7
M2125	2024-01-06 8:00	1.3894	-8
M2125	2024-01-06 9:00	1.2018	-8.1
M2125	2024-01-06 10:00	1.1094	-8
M2125	2024-01-06 11:00	1.0542	-7.7
M2125	2024-01-06 12:00	1.2167	-7.2
M2125	2024-01-06 13:00	1.1141	-6.6
M2125	2024-01-06 14:00	1.0615	-5.9
M2125	2024-01-06 15:00	1.0532	-5.1
M2125	2024-01-06 16:00	1.1478	-4.3
M2125	2024-01-06 17:00	1.3801	-3.6
M2125	2024-01-06 18:00	2.1234	-3
M2125	2024-01-06 19:00	2.4677	-2.5
M2125	2024-01-06 20:00	1.7913	-2.2
M2125	2024-01-06 21:00	1.7564	-2.1
M2125	2024-01-06 22:00	1.3926	-2.2
M2125	2024-01-06 23:00	0.9444	-2.5
